6.4468 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1440, 900]. Using actual size
7.2185 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fcaba7d9520>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fcaba7d94c0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fcaba7d9340>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fcacb0c8b20>, multiSample=False, name='window1', numSamples=2, pos=[360.0, 225.0], screen=0, size=array([2880, 1800]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
7.2188 	EXP 	window1: mouseVisible = True
7.2189 	EXP 	window1: backgroundImage = ''
7.2189 	EXP 	window1: backgroundFit = 'none'
7.2218 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
7.2218 	EXP 	window1: recordFrameIntervals = False
7.3844 	EXP 	window1: recordFrameIntervals = True
7.5678 	EXP 	Screen (0) actual frame rate measured at 59.94Hz
7.5679 	EXP 	window1: recordFrameIntervals = False
7.5689 	EXP 	window1: mouseVisible = False
10.2489 	EXP 	Framing_HieuLe: status = STARTED
10.2494 	EXP 	window1: mouseVisible = True
10.3018 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_3', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
10.3020 	EXP 	window1: mouseVisible = True
10.3217 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_4', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
10.3220 	EXP 	window1: mouseVisible = True
10.3222 	EXP 	window1: mouseVisible = True
10.3229 	EXP 	window1: mouseVisible = True
10.3235 	EXP 	window1: mouseVisible = True
10.3331 	EXP 	window1: mouseVisible = True
10.3333 	EXP 	window1: mouseVisible = True
10.3339 	EXP 	window1: mouseVisible = True
10.3345 	EXP 	window1: mouseVisible = True
10.3521 	EXP 	window1: mouseVisible = True
10.3525 	EXP 	window1: mouseVisible = True
10.3526 	EXP 	window1: mouseVisible = True
10.3533 	EXP 	window1: mouseVisible = True
10.3538 	EXP 	window1: mouseVisible = True
10.3608 	EXP 	window1: mouseVisible = True
10.3609 	EXP 	window1: mouseVisible = True
10.3615 	EXP 	window1: mouseVisible = True
10.3621 	EXP 	window1: mouseVisible = True
10.3685 	EXP 	window1: mouseVisible = True
10.3687 	EXP 	window1: mouseVisible = True
10.3703 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0.  , 0.25]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
10.3705 	EXP 	window1: mouseVisible = True
10.3717 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0.0, pos=array([0.  , 0.02]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
10.3718 	EXP 	window1: mouseVisible = True
10.3790 	EXP 	Created text_5 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_5', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
0.0206 	EXP 	text_3: autoDraw = True
5.5742 	DATA 	Keypress: space
5.5802 	EXP 	text_3: autoDraw = False
5.5802 	EXP 	text_4: autoDraw = True
6.6881 	EXP 	Imported lists.xlsx as conditions, 2 conditions, 1 params
6.6890 	EXP 	Created sequence: random, trialTypes=2, nReps=1, seed=None
6.6893 	EXP 	New trial (rep=0, index=0): {'listName': 'framing1.xlsx'}
6.6964 	EXP 	Imported framing1.xlsx as conditions, 5 conditions, 5 params
6.6968 	EXP 	Created sequence: random, trialTypes=5, nReps=1, seed=None
