7.6454 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1440, 900]. Using actual size
8.5817 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7ff68c579520>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7ff68c5794c0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7ff68c579340>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7ff68c72cc40>, multiSample=False, name='window1', numSamples=2, pos=[360.0, 225.0], screen=0, size=array([2880, 1800]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
8.5819 	EXP 	window1: mouseVisible = True
8.5819 	EXP 	window1: backgroundImage = ''
8.5819 	EXP 	window1: backgroundFit = 'none'
8.5854 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
8.5854 	EXP 	window1: recordFrameIntervals = False
8.7474 	EXP 	window1: recordFrameIntervals = True
8.9319 	EXP 	Screen (0) actual frame rate measured at 59.84Hz
8.9319 	EXP 	window1: recordFrameIntervals = False
8.9330 	EXP 	window1: mouseVisible = False
11.6022 	EXP 	Framing_HieuLe: status = STARTED
11.6029 	EXP 	window1: mouseVisible = True
11.6573 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_3', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
11.6575 	EXP 	window1: mouseVisible = True
11.6767 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_4', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
11.6770 	EXP 	window1: mouseVisible = True
11.6772 	EXP 	window1: mouseVisible = True
11.6778 	EXP 	window1: mouseVisible = True
11.6784 	EXP 	window1: mouseVisible = True
11.6884 	EXP 	window1: mouseVisible = True
11.6886 	EXP 	window1: mouseVisible = True
11.6892 	EXP 	window1: mouseVisible = True
11.6898 	EXP 	window1: mouseVisible = True
11.7068 	EXP 	window1: mouseVisible = True
11.7071 	EXP 	window1: mouseVisible = True
11.7073 	EXP 	window1: mouseVisible = True
11.7080 	EXP 	window1: mouseVisible = True
11.7085 	EXP 	window1: mouseVisible = True
11.7157 	EXP 	window1: mouseVisible = True
11.7158 	EXP 	window1: mouseVisible = True
11.7164 	EXP 	window1: mouseVisible = True
11.7170 	EXP 	window1: mouseVisible = True
11.7234 	EXP 	window1: mouseVisible = True
11.7235 	EXP 	window1: mouseVisible = True
